연번,상호명,업종,연락처,자치구,소재지,판매메뉴
857,카페58.4,카페,02-743-8340,성북구,서울 성북구 성북로16길 4-13,"착즙주스(비건), 착즙주스(비건), 착즙주스(비건), 착즙주스(비건), 착즙주스(비건), 착즙주스(비건), 착즙주스(비건), 착즙주스(비건), 착즙주스(비건), 착즙주스(비건), 착즙주스(비건), 착즙주스(비건), 착즙주스(비건), 착즙주스(비건), 착즙주스(비건), 착즙주스(비건), 착즙주스(비건), 과일 한 접시(비건)"
858,카페모닝,카페,0507-1403-3234,영등포구,서울 영등포구 선유로 76 동국메뜨리앙,비건 고구마 샌드위치(비건)
859,캘리포니아 피자키친 (김포공항 롯데몰),양식,02-6116-5835,강서구,서울 강서구 하늘길 38 김포공항 MF층,"멕시칸 스트리트 콘(락토,비건가능), 스피나치&아티쵸크 딥(락토,비건가능), 썬드라이 토마토&에그플랜트(오보,비건가능), 쉐이브머쉬룸&스피나치(락토,비건가능), 마르게리타 피자(락토,비건가능), 캘리포니아 베지 피자(락토,비건가능), 와일드 머쉬룸 피자(락토,비건가능), 소이미트 크런치 볼(비건), 비건 음료 (비건)"
860,캘리포니아 피자키친 (명동M플라자),양식,02-2273-3300,중구,서울 중구 명동8길 27 M플라자 6층,"멕시칸 스트리트 콘(락토,비건가능), 스피나치&아티쵸크 딥(락토,비건가능), 썬드라이 토마토&에그플랜트(오보,비건가능), 쉐이브머쉬룸&스피나치(락토,비건가능), 마르게리타 피자(락토,비건가능), 캘리포니아 베지 피자(락토,비건가능), 와일드 머쉬룸 피자(락토,비건가능), 소이미트 크런치 볼(비건), 비건 음료 (비건)"
861,캘리포니아 피자키친 (역삼 GFC),양식,02-508-5871,강남구,서울 강남구 테헤란로 152 강남파이낸스센터 B1F,"멕시칸 스트리트 콘(락토,비건가능), 스피나치&아티쵸크 딥(락토,비건가능), 썬드라이 토마토&에그플랜트(오보,비건가능), 쉐이브머쉬룸&스피나치(락토,비건가능), 마르게리타 피자(락토,비건가능), 캘리포니아 베지 피자(락토,비건가능), 와일드 머쉬룸 피자(락토,비건가능), 소이미트 크런치 볼(비건), 비건 음료 (비건)"
862,캘리포니아 피자키친 (은평 롯데몰),양식,02-6975-5430,은평구,서울 은평구 통일로 1050 롯데몰 은평점 4층,"멕시칸 스트리트 콘(락토,비건가능), 스피나치&아티쵸크 딥(락토,비건가능), 썬드라이 토마토&에그플랜트(오보,비건가능), 쉐이브머쉬룸&스피나치(락토,비건가능), 마르게리타 피자(락토,비건가능), 캘리포니아 베지 피자(락토,비건가능), 와일드 머쉬룸 피자(락토,비건가능), 소이미트 크런치 볼(비건), 비건 음료 (비건)"
863,캘리포니아 피자키친 (청량리역),양식,02-3707-1677,동대문구,서울 동대문구 왕산로 214,"멕시칸 스트리트 콘(락토,비건가능), 스피나치&아티쵸크 딥(락토,비건가능), 썬드라이 토마토&에그플랜트(오보,비건가능), 쉐이브머쉬룸&스피나치(락토,비건가능), 마르게리타 피자(락토,비건가능), 캘리포니아 베지 피자(락토,비건가능), 와일드 머쉬룸 피자(락토,비건가능), 소이미트 크런치 볼(비건), 비건 음료 (비건)"
864,캘리포니아 피자키친 (코엑스),양식,02-551-6500,강남구,서울 강남구 영동대로 513 1층,"멕시칸 스트리트 콘(락토,비건가능), 스피나치&아티쵸크 딥(락토,비건가능), 썬드라이 토마토&에그플랜트(오보,비건가능), 쉐이브머쉬룸&스피나치(락토,비건가능), 마르게리타 피자(락토,비건가능), 캘리포니아 베지 피자(락토,비건가능), 와일드 머쉬룸 피자(락토,비건가능), 소이미트 크런치 볼(비건), 비건 음료 (비건)"
865,컴플리트커피,카페,070-8873-0419,동대문구,서울 동대문구 이문로9나길 6-14,"카페라떼(락토,비건가능), 바닐라라떼(락토,비건가능), 플랫화이트(락토,비건가능)"
866,코코루시아,양식,02-418-7010,송파구,서울 송파구 마천로 24,"비트페스토 파스타(비건), 알리오올리오(락토,비건가능), 토마토 파스타(일반식,비건가능), 브렉퍼스트 브루쉐타(오보), 아보카도 토스트(오보)"
867,콩밭뜰,한식,070-8182-7757,도봉구,서울 도봉구 도봉로110아길 10,"초두부(비건), 콩나물비빔국수(오보,비건가능), 장단콩국수 (오보,비건가능), 해물순두부(페스코), 콩비지탕(페스코)"
868,콩빠두,한식,02-2282-1464,성동구,서울 성동구 한림말1길 8,"콩빠두(비건), 콩국수(비건), 콩죽(비건), 순두부라면(비건), 하얀순두부(비건), 얼큰순두부(비건)"
869,콩플레,베이커리,02-427-0809,강동구,서울 강동구 동남로83길 67,"앉은뱅이100%통밀바게트(비건), 찰흑미 깜빠뉴(비건), 통호밀무화과(비건), 앉은뱅이 통밀 비건 사워도우 식빵(비건), 앉은뱅이 통밀 비건쿠키(비건)"
870,쿡앤북,양식,02-325-1028,마포구,서울 마포구 성지3길 61,"베지버거와 현미밥, 비건데미글라즈소스와 야채(비건), 비건 머핀(비건), 비건 케이크(비건), 비건 스콘(비건), 비건 브라우니 아이스크림(비건), 비건 민트 브라우니 아이스크림(비건), 비건 두유 아이스크림(비건), 비건 가지렌틸 마파두부와 현미밥(비건), 컬리플라워, 브로콜리 윙스와 매콤한 비건마요(비건), 비건 템페카츠와 마카로니샐러드, 현미밥(비건), 타볼레 샐러드(비건), 비건 모짜렐라 가지라자냐(비건), 현미밥(비건), 비건 버팔로윙과 현미밥(비건), 녹차 현미 도넛(비건), 비건 아이스크림(비건)"
871,퀴즈노스 (LG트윈),양식,02-3773-1276,영등포구,서울 영등포구 여의대로 128 지하1층,"리코타베지&아보카도샌드위치(락토,비건가능), 플렉스 스테이크(락토,비건가능)"
872,퀴즈노스 (가락),양식,02-2043-2308,송파구,서울 송파구 송파대로28길 27 102-105,"리코타베지&아보카도샌드위치(락토,비건가능), 플렉스 스테이크(락토,비건가능)"
873,퀴즈노스 (가재울),양식,02-304-2468,서대문구,서울 서대문구 가재울미래로 2 201동 112호,"리코타베지&아보카도샌드위치(락토,비건가능), 플렉스 스테이크(락토,비건가능)"
874,퀴즈노스 (경희의료원),양식,02-959-7316,동대문구,"서울 동대문구 경희대로 23 경희의료원부속동 전면프라자 1층 2,3호","리코타베지&아보카도샌드위치(락토,비건가능), 플렉스 스테이크(락토,비건가능)"
875,퀴즈노스 (남부터미널),양식,02-583-3892,서초구,서울 서초구 효령로 276 1층,"리코타베지&아보카도샌드위치(락토,비건가능), 플렉스 스테이크(락토,비건가능)"
876,퀴즈노스 (대치사거리),양식,02-508-1101,강남구,서울 강남구 역삼로 519 케이제이빌딩 1층 1호,"리코타베지&아보카도샌드위치(락토,비건가능), 플렉스 스테이크(락토,비건가능)"
877,퀴즈노스 (둔촌사거리),양식,02-477-7004,강동구,서울 강동구 양재대로 1299,"리코타베지&아보카도샌드위치(락토,비건가능), 플렉스 스테이크(락토,비건가능)"
878,퀴즈노스 (롯데백화점 청량리),양식,070-8804-0430,동대문구,서울 동대문구 왕산로 214 지하 2층,"리코타베지&아보카도샌드위치(락토,비건가능), 플렉스 스테이크(락토,비건가능)"
879,퀴즈노스 (롯데월드),양식,02-2143-1232,송파구,서울 송파구 올림픽로 240 2층 후렌치레볼루션앞,"리코타베지&아보카도샌드위치(락토,비건가능), 플렉스 스테이크(락토,비건가능)"
880,퀴즈노스 (마곡나루역),양식,02-3665-7412,강서구,서울 강서구 마곡중앙5로 6,"리코타베지&아보카도샌드위치(락토,비건가능), 플렉스 스테이크(락토,비건가능)"
881,퀴즈노스 (목동오목교),양식,02-2644-2643,양천구,서울 양천구 오목로 300 205동 1층 123호,"리코타베지&아보카도샌드위치(락토,비건가능), 플렉스 스테이크(락토,비건가능)"
882,퀴즈노스 (문정법조타운),양식,0507-1437-0157,송파구,서울 송파구 법원로11길 11 A동 131호,"리코타베지&아보카도샌드위치(락토,비건가능), 플렉스 스테이크(락토,비건가능)"
883,퀴즈노스 (미아),양식,02-6231-6362,성북구,서울 성북구 동소문로 312 1층,"리코타베지&아보카도샌드위치(락토,비건가능), 플렉스 스테이크(락토,비건가능)"
884,퀴즈노스 (방송대),양식,02-3668-4789,종로구,서울 종로구 대학로 86 (동숭동) 방송통신대 본관 1층,"리코타베지&아보카도샌드위치(락토,비건가능), 플렉스 스테이크(락토,비건가능)"
885,퀴즈노스 (서울대 글로벌 생활관),양식,0507-1312-9329,관악구,서울 관악구 관악로 1 관악캠퍼스글로벌학생생활관,"리코타베지&아보카도샌드위치(락토,비건가능), 플렉스 스테이크(락토,비건가능)"
886,퀴즈노스 (서울대 제1공학관),양식,02-871-9329,관악구,서울 관악구 관악로 1,"리코타베지&아보카도샌드위치(락토,비건가능), 플렉스 스테이크(락토,비건가능)"
887,퀴즈노스 (서울대의대),양식,02-741-8992,종로구,서울 종로구 대학로 103 2층,"리코타베지&아보카도샌드위치(락토,비건가능), 플렉스 스테이크(락토,비건가능)"
888,퀴즈노스 (서울성모병원),양식,02-2258-6433,서초구,서울 서초구 반포대로 222 지하1층,"리코타베지&아보카도샌드위치(락토,비건가능), 플렉스 스테이크(락토,비건가능)"
889,퀴즈노스 (서울스퀘어),양식,02-6456-8930,중구,서울 중구 한강대로 416,"리코타베지&아보카도샌드위치(락토,비건가능), 플렉스 스테이크(락토,비건가능)"
890,퀴즈노스 (서울여대),양식,02-977-7923,노원구,서울 노원구 화랑로 621 101호,"리코타베지&아보카도샌드위치(락토,비건가능), 플렉스 스테이크(락토,비건가능)"
891,퀴즈노스 (송파방이),양식,02-785-3949,송파구,서울 송파구 오금로11길 6,"리코타베지&아보카도샌드위치(락토,비건가능), 플렉스 스테이크(락토,비건가능)"
892,퀴즈노스 (순화덕수궁롯데캐슬),양식,02-318-1256,중구,서울 중구 서소문로9길 28 덕수궁롯데캐슬상가 1층 113호,"리코타베지&아보카도샌드위치(락토,비건가능), 플렉스 스테이크(락토,비건가능)"
893,퀴즈노스 (시청대한항공빌딩),양식,02-3789-3566,중구,서울 중구 서소문로 117 대한항공빌딩 1층,"리코타베지&아보카도샌드위치(락토,비건가능), 플렉스 스테이크(락토,비건가능)"
894,퀴즈노스 (신사위워크),양식,02-2039-9932,강남구,서울 강남구 강남대로 586 위워크 빌딩 1층,"리코타베지&아보카도샌드위치(락토,비건가능), 플렉스 스테이크(락토,비건가능)"
895,퀴즈노스 (압구정),양식,02-3443-3332,강남구,서울 강남구 압구정로 144 한주빌딩,"리코타베지&아보카도샌드위치(락토,비건가능), 플렉스 스테이크(락토,비건가능)"
896,퀴즈노스 (역삼),양식,02-501-8951,강남구,서울 강남구 테헤란로 230 인호 IP 빌딩,"리코타베지&아보카도샌드위치(락토,비건가능), 플렉스 스테이크(락토,비건가능)"
897,퀴즈노스 (위례),양식,02-6014-5900,송파구,서울 송파구 위례광장로 136,"리코타베지&아보카도샌드위치(락토,비건가능), 플렉스 스테이크(락토,비건가능)"
898,퀴즈노스 (잠실),양식,02-2146-2308,송파구,서울 송파구 올림픽로 269,"리코타베지&아보카도샌드위치(락토,비건가능), 플렉스 스테이크(락토,비건가능)"
899,퀴즈노스 (종로YBM),양식,02-2272-4434,종로구,서울 종로구 삼일대로 394,"리코타베지&아보카도샌드위치(락토,비건가능), 플렉스 스테이크(락토,비건가능)"
900,퀴즈노스 (중계),양식,02-930-3433,노원구,서울 노원구 노원로 330 롯데마트중계점 B1,"리코타베지&아보카도샌드위치(락토,비건가능), 플렉스 스테이크(락토,비건가능)"
901,크리스피프레시 (합정),양식,02-333-1281,마포구,서울 마포구 월드컵로3길 14 딜라이트스퀘어 2차 지하1층,"비욘드미트 타코볼(비건), 비욘드미트 플레이트(비건)"
902,키다리 아저씨,베이커리,02-6489-4200,마포구,서울 마포구 성미산로 22,비건살구파운드 (비건)
903,타코 아미고,양식,02-749-5253,용산구,서울 용산구 보광로 123,"소프트 밀가루 타코(비건), 소프트 콘 타코(비건), 하드 콘쉘 타코(비건), 토스타다(비건), 지미창가(비건), 브리또(비건), 파히따 브리또(비건), 더블 미트 브리또 (비건), 파히따 슈프림(비건), 베이컨 파히따(비건), 파히따(비건), 엔칠라다(비건), 멕시칸 파이(비건), 께사디아(비건), 께사디아 그란데(비건), 파히따 샐러드(비건)"
904,투고샐러드 (건국대),양식,02-6080-6913,광진구,서울 광진구 광나루로24길 9,"바질 페스토(락토오보,락토가능), 모짜렐라 치즈 샐러드(락토오보), 리코타 치즈 샐러드(락토), 훈제연어 샐러드(페스코), 새우자몽 샐러드(페스코), 치즈오징어 샐러드(페스코), 그린 샐러드(비건), 콩앤콩 샐러드(오보,비건가능), 구운채소 샐러드(락토오보,비건가능)"
905,투고샐러드 (경희대),양식,02-966-9665,동대문구,서울 동대문구 경희대로4길 50,"바질 페스토(락토오보,락토가능), 모짜렐라 치즈 샐러드(락토오보), 리코타 치즈 샐러드(락토), 훈제연어 샐러드(페스코), 새우자몽 샐러드(페스코), 치즈오징어 샐러드(페스코), 그린 샐러드(비건), 콩앤콩 샐러드(오보,비건가능), 구운채소 샐러드(락토오보,비건가능)"
906,투고샐러드 (고려대),양식,02-953-6070,성북구,서울 성북구 인촌로28길 5,"바질 페스토(락토오보,락토가능), 모짜렐라 치즈 샐러드(락토오보), 리코타 치즈 샐러드(락토), 훈제연어 샐러드(페스코), 새우자몽 샐러드(페스코), 치즈오징어 샐러드(페스코), 그린 샐러드(비건), 콩앤콩 샐러드(오보,비건가능), 구운채소 샐러드(락토오보,비건가능)"
907,투고샐러드 (노원역),양식,02-934-5674,노원구,서울 노원구 동일로218길 29 우진빌딩 104호,"바질 페스토(락토오보,락토가능), 모짜렐라 치즈 샐러드(락토오보), 리코타 치즈 샐러드(락토), 훈제연어 샐러드(페스코), 새우자몽 샐러드(페스코), 치즈오징어 샐러드(페스코), 그린 샐러드(비건), 콩앤콩 샐러드(오보,비건가능), 구운채소 샐러드(락토오보,비건가능)"
908,투고샐러드 (덕성여대),양식,070-7817-4773,강북구,서울 강북구 삼양로 531,"바질 페스토(락토오보,락토가능), 모짜렐라 치즈 샐러드(락토오보), 리코타 치즈 샐러드(락토), 훈제연어 샐러드(페스코), 새우자몽 샐러드(페스코), 치즈오징어 샐러드(페스코), 그린 샐러드(비건), 콩앤콩 샐러드(오보,비건가능), 구운채소 샐러드(락토오보,비건가능)"
